Basin,Sample ID,Lithology,Epoch,Wt. % TOC
Hanna Basin,18 BR JCCS 01-8.68,siltstone,Eocene,0.23
Hanna Basin,18 BR JCCS 01-8.68z,siltstone,Eocene,0.23
Hanna Basin,18 BR JCCS 01-9.10,claystone,Eocene,0.26
Hanna Basin,18 BR JCCS 01-9.72,claystone,Eocene,0.16
Hanna Basin,18 BR JCCS 01-10.46,siltstone,Eocene,0.17
Hanna Basin,18 BR JCCS 01-11.25,sandstone,Eocene,0.06
Hanna Basin,2018-L17-279.50,siltstone,Eocene,0.13
Hanna Basin,2018-L17-279.50z,siltstone,Eocene,0.14
Hanna Basin,2018-L17-281.50,siltstone,Eocene,6.01
Hanna Basin,2018-L17-281.50z,siltstone,Eocene,2.86
Hanna Basin,2018-L17-282.90,siltstone,Eocene,1.33
Hanna Basin,2018-L17-282.90z,siltstone,Eocene,1.28
Hanna Basin,2018-L17-288.10,carbclaystone,Eocene,7.86
Hanna Basin,2018-L17-288.10z,carbclaystone,Eocene,8.9
Hanna Basin,2018-L17-290.20,carbclaystone,Eocene,2.93
Hanna Basin,2018-L17-290.50,claystone,Eocene,0.18
Hanna Basin,2018-L17-293.20,claystone,Eocene,0.15
Hanna Basin,2018-L17-293.20z,claystone,Eocene,0.14
Hanna Basin,2018-L17-294.65,siltstone,Eocene,0.04
Hanna Basin,2018-L17-315.38,carbclaystone,Eocene,10.29
Hanna Basin,2018-L17-315.38z,carbclaystone,Eocene,9.49
Hanna Basin,2018-L17-316.08,carbclaystone,Eocene,14.49
Hanna Basin,2018-L17-317.83,carbclaystone,Eocene,9.53
Hanna Basin,2018-L17-317.83z,carbclaystone,Eocene,10.26
Hanna Basin,2018-L17-319.33,siltstone,Eocene,7.78
Hanna Basin,2018-L17-319.93,siltstone,Eocene,2.31
Hanna Basin,2018-L17-319.93z,siltstone,Eocene,1.88
Hanna Basin,2018-L17-324.78,siltstone,Eocene,3.35
Hanna Basin,2018-L17-324.78z,siltstone,Eocene,3.45
Hanna Basin,2018-L17-324.78zz,siltstone,Eocene,3.52
Hanna Basin,2018-L17-328.58,siltstone,Eocene,0.15
Hanna Basin,2018-L17-333.78,carbclaystone,Eocene,6.1
Hanna Basin,2018-L17-333.78z,carbclaystone,Eocene,5.47
Hanna Basin,2018-L17-349.88,carbclaystone,Eocene,13.96
Hanna Basin,2018-L17-350.68,carbclaystone,Eocene,5.56
Hanna Basin,2018-L17-350.68z,carbclaystone,Eocene,5.69
Hanna Basin,2018-L17-352.18,carbclaystone,Eocene,1.59
Hanna Basin,2018-L17-354.73,siltstone,Eocene,1.42
Hanna Basin,2018-L17-354.73z,siltstone,Eocene,1.24
Hanna Basin,2018-L17-355.18,claystone,Eocene,1.33
Hanna Basin,2018-L17-359.70,siltstone,Eocene,0.14
Hanna Basin,2018-L17-359.70z,siltstone,Eocene,0.11
Hanna Basin,2018-L17-360.80,siltstone,Eocene,0.14
Hanna Basin,2018-L17-397.90,claystone,Eocene,3.66
Hanna Basin,2018-L17-397.90z,claystone,Eocene,3.97
Hanna Basin,2018-L17-398.70,claystone,Eocene,3.3
Hanna Basin,2018-L17-403.40,carbclaystone,Eocene,3.03
Hanna Basin,2018-L17-403.40z,carbclaystone,Eocene,1.85
Hanna Basin,2018-L17-404.90,siltstone,Eocene,1.63
Hanna Basin,2018-L17-405.40,siltstone,Eocene,1.14
Hanna Basin,2018-L17-405.40z,siltstone,Eocene,1.06
Hanna Basin,2018-L17-413.30,claystone,Eocene,4.15
Hanna Basin,2018-L17-413.80,claystone,Eocene,4.41
Hanna Basin,2018-L17-413.80z,claystone,Eocene,3.79
Hanna Basin,2018-L17-417.02,claystone,Eocene,4.63
Hanna Basin,2018-L17-418.27,claystone,Eocene,3.01
Hanna Basin,2018-L17-418.27z,claystone,Eocene,3.27
Hanna Basin,2018-L17-418.62,claystone,Eocene,3.3
Hanna Basin,2018-L17-420.12,claystone,Eocene,4.57
Hanna Basin,2018-L17-420.12z,claystone,Eocene,4.4
Hanna Basin,2018-L17-420.92,siltstone,Eocene,1.69
Hanna Basin,2018-L17-420.92z,siltstone,Eocene,1.51
Hanna Basin,2018-L17-421.62,sandstone,Eocene,0.51
Hanna Basin,2018-L17-423.72,siltstone,Eocene,0.59
Hanna Basin,2018-L17-424.00,siltstone,Eocene,1.27
Hanna Basin,2018-L17-424.00z,siltstone,Eocene,1.49
Hanna Basin,2018-L17-440.67,sandstone,Eocene,0.16
Hanna Basin,2018-L17-445.62,sandstone,Eocene,0.39
Hanna Basin,2018-L17-445.62z,sandstone,Eocene,0.39
Hanna Basin,2018-L17-463.07,claystone,Eocene,24.3
Hanna Basin,2018-L17-463.72,claystone,Eocene,11.31
Hanna Basin,2018-L17-463.72z,claystone,Eocene,6.62
Hanna Basin,2018-L17-464.37,claystone,Eocene,8.64
Hanna Basin,2018-L17-468.37,siltstone,Eocene,2.66
Hanna Basin,2018-L17-468.37z,siltstone,Eocene,2.99
Hanna Basin,2018-L17-469.27,siltstone,Eocene,2.75
Hanna Basin,2018-L17-470.07,siltstone,Eocene,5.93
Hanna Basin,2018-L17-470.07z,siltstone,Eocene,6.08
Hanna Basin,2018-L17-470.37,siltstone,Eocene,5.28
Hanna Basin,2018-L17-486.82,siltstone,Eocene,1.27
Hanna Basin,2018-L17-486.82z,siltstone,Eocene,1.36
Hanna Basin,2018-L17-487.42,siltstone,Eocene,4.04
Hanna Basin,2018-L17-488.12,siltstone,Eocene,1.72
