NOTE!!!! Bighorn concentrations are in ug/gc and hanna basin are in ug/g. Need to correct all concentrations if comparing. Ratios will stay the same,,Sample Information,,,,,,,,,,,,,,"d13C Total Organic Carbon (TOC, ‰, VPDB)",,,,,,,,,"n-Alkane d13C values (‰, VPDB)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diterpenoid d13C values (‰, VPDB)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Des-A Triterpenoid d13C values (‰, VPDB)",,"Triterpenoid d13C values (‰, VPDB)",,,,,,,,"Hopane d13C values (‰, VPDB)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sat,Sat,Sat,Sat,Sat,Sat,Sat,Sat,Sat,Sat,Sat,Sat,Unsat,Unsat,Unsat,Unsat,Unsat,Unsat,Unsat,Unsat,Unsat,Unsat,this tells about conifers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basin,Sample batch or publication,Carbonaceous bed name or section,Station,Level ID,Relative Position or order,Sample ID,Station coordinates,Sample lithology/notes,Meter level,Composite stratigraphic section,Age (Ma),Other names for bed/flora,References for stratigraphic level/depositional environment/fossil flora,Epoch,Site notes,d13C TOC,d13C TOC Std Dev,d13C TOC Std Err,Wt. % TOC,Wt. % TOC Std Error,Wt. % TOC N,Concentration units,Extracted mass(g),Sample,"d13C C25 (mean, VPDB)","d13C C25 (1SD, VPDB)","d13C C25 (n, VPDB)","d13C C26 (mean, VPDB)","d13C C26 (1SD, VPDB)","d13C C26 (n, VPDB)","d13C C27 (mean, VPDB)","d13C C27 (1SD, VPDB)","d13C C27 (n, VPDB)","d13C C28 (mean, VPDB)","d13C C28 (1SD, VPDB)","d13C C28 (n, VPDB)","d13C C29 (mean, VPDB)","d13C C29 (1SD, VPDB)","d13C C29 (n, VPDB)","d13C C30 (mean, VPDB)","d13C C30 (1SD, VPDB)","d13C C30 (n, VPDB)","d13C C31 (mean, VPDB)","d13C C31 (1SD, VPDB)","d13C C31 (n, VPDB)","d13C C32 (mean, VPDB)","d13C C33 (mean, VPDB)","d13C C33 (1SD, VPDB)","d13C C33 (n, VPDB)","d13C C34 (mean, VPDB)","d13C C35 (mean, VPDB)","d13C C35 (1SD, VPDB)","d13C C35 (n, VPDB)",d13C Phytane,d13C Pristane,d13C 13a-Fichtelite,d13C Abietane,"d13C 19-Norabie-8,11,13-triene","d13C 19-Norabieta-3,8,11,13-tetraene","d13C 19-Norabieta-4,8,11,13-tetraene","d13C 18-Norabie-8,11,13-triene",d13C Abietatriene(Dehydroabietane),"d13C 1,2,3,4-Tetrahydroretene",d13C Simonellite,d13C Retene,d13C 18-Norisopimarane,d13C 18-Norpimarane,d13C Isopimarane,d13C Pimarane,Sample ID for dD,dD n-C23 alkane mean,dD n-C23 alkane 1sd,dD n-C23 alkane n,dD n-C25 alkane mean,dD n-C25 alkane 1sd,dD n-C25 alkane n,dD n-C27 alkane mean,dD n-C27 alkane 1sd,dD n-C27 alkane n,dD n-C29 alkane mean,dD n-C29 alkane 1sd,dD n-C29 alkane n,dD n-C31 alkane mean,dD n-C31 alkane 1sd,dD n-C31 alkane n,dD n-C33 alkane mean,dD n-C33 alkane 1sd,dD n-C33 alkane n,dD n-C35 alkane mean,dD n-C35 alkane 1sd,dD n-C35 alkane n,d13C Des-A-Lupane,d13C Des-A-Ursane,"d13C Olean-11,13(18)-diene",d13C Olean-18-ene,"d13C Dinorolean-1,3,5(10)-triene",d13C Olean-12-ene,"d13C Tetranorolean(ursa)-1,3,4(10),6,8,11,13-octaene","d13C 2,2,4a,9-Tetramethyl-1,2,3,4,4a,5,6,14b-octahydropicene","d13C 1,2,3,4-Tetrahydro-1,2,9-trimethylpicene","d13C 1,2,3,4-Tetrahydro-2,2,9-trimethylpicene","d13C 17a-22,29,30-Trisnorhopane","d13C 17a,21b-Hopane","d13C 17a,21b,22R-Homohopane","d13C 17b-22,29,30-Trisnorhopane",d13C 17b-30-Normoretane,"d13C 17b,21b-30-Norhopane and 17b,21a-Moretane","d13C 17b,21b-Hopane","d13C 17b,21b-Homohopane",Pristane,Phytane,Pr/Ph,Pr/C17,Ph/C18,n-C12,n-C13,n-C14,n-C15,n-C16,n-C17,n-C18,n-C19,n-C20,n-C21,n-C22,n-C23,n-C24,n-C25,n-C26,n-C27,n-C28,n-C29,n-C30,n-C31,n-C32,n-C33,n-C34,n-C35,n-C36,n-C37,ACL,CPI,TAR,PAQ,"Sum C27-C35, odd",Sum C27-C35,13a(H)-Fichtelite,18-Norabietane,Abietane,Isopimarane,18-Norisopimarane,18-Norpimarane,Pimarane,ent-Beyerane and 16b(H)-Phyllocladane,Beyerane,ent-16a(H)-Kaurane,ent-16b(H)-Kaurane,16a(H)-Phyllocladane,"1,2,3,4-Tetrahydroretene","18-Norabie-8,11,13-triene","19-Norabie-8,11,13-triene","19-Norabieta-3,8,11,13-tetraene","19-Norabieta-4,8,11,13-tetraene","Abieta-8(14),13(15)-diene",Abietatriene(Dehydroabietane),Retene,Simonellite,Kaurene,Total diterpenoids,Total diterpenoids (excluding tetracylic compounds),Total aromatic diterpenes,Diterpanes/diterpenes,Diterpanes/(Diterpanes+Diterpenes),Des-A-Lupane,Des-A-un1,Des-A-un2,Des-A-Oleanane,Des-A-Ursane,"Dinorolean-1,3,5(10)-triene","Olean-11,13(18)-diene",Olean-12-ene,Olean-13(18)-ene,Olean-18-ene,Unknown pentacyclic triterpenoid,"Tetranor-olean(ursa)-1,3,5(10),6,8,11,13-octaene","2,2,9-Trimethyl-1,2,3,4-tetrahydropicene","1,2,9-Trimethyl-1,2,3,4-tetrahydropicene","1,2,4a,9-Tetramethyl-1,2,3,4,4a,5,6,14b-octahydropicene","2,2,4a,9-Tetramethyl-1,2,3,4,4a,5,6,14b-octahydropicene",Total triterpenoids,Aromatic triterpenes (excluding chyrsene/picene),di/(di+tri),"di/(di+tri) DA,DG","di/(di+tri) EA, DG",ar-AGI (as conifer/angiosperm),di/(di+alkanes),"di/(di+alkanes) DA, DG","di/(di+alkanes) EA, DG","17a(H)-22,29,30-Trisnorhopane","17b(H)-22,29,30-Trisnorhopane","17a(H),21b(H)-30-Norhopane",17b(H)-30-Normoretane,"17a(H),21b(H)-Hopane","17b(H),21b(H)-30-Norhopane and 17b(H),21a(H)-Moretane","17a(H),21b(H),22R-Homohopane","17b(H),21b(H)-Hopane and 17b(H),21a(H)-Homohopane","17a(H),21b(H)-Bishomohopane","17b(H),21a(H)-Bishomomoretane","17b(H),21b(H)-Homohopane","17b(H),21b(H)-Bishomohopane",Total hopanes,Sterane/Hopane,Ts/(Ts+Tm),22S/(22S+22R),Sum Hopanes/Sum C25-C35alkanes,Sample ID,ε_lipid (‰),CO2 d13C: mean ,δ13C_lipid_C27,δ13C_lipid_C29,δ13C_lipid_C31,δ13C_leaf,avg(Δleaf),Δleaf,Alpha(CO2-leaf),Dleaf (ECO2-leaf)
Bighorn Basin,Diefendorf et al 2014 OG; 2015 EPSL,Fifteenmile Carbonaceous Bed,21,M,1,BHB-02-046,44.18053 -108.57117,dark gray clayey mdst,700,Elk Creek,52.98,"WCS15, 15MWCS","Wing 1980, 1984; Wing et al. 1995; Davies-Vollum & Wing 1998; Currano 2010",Eocene, ~1.5 m below local SS cap on carbonaceous bed,-26.8,0.0,0.0,8.5,0.14,2,ug/gC,41.614,BHB-02-046 FLE1S,-28.1,,,-30.9,,,-29.8,,,-32.4,,,-31.5,,,,,,-31.8,,,,-30.0,,,,,,,,-28.1,,,,-24.9,,,-25.9,,,,-25.2,,,,BHB-02-046,-183.2490685,,1,-183.3045425,,1,-184.4333948,,1,-188.3746918,,1,-189.9050703,,1,,,0,,,0,,,,,,,,,-25.8,,,-44.4,,-38.2,,,,,5.3,1.7,3.1,3.3,0.9,4.8,,0.6,1.4,1.3,1.6,1.9,4.9,4.1,3.6,3.9,7.7,5.0,18.8,5.2,14.7,5.5,18.5,15.5,21.0,2.6,10.2,2.6,0.0,,,29.8,2.4,6.9,0.4,64.4,90.6,4.2,,3.4,2.5,33.4,14.7,3.8,5.7,0.0,0.0,15.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.0,0.0,83.8,62.7,0.8,82.3,1.0,2.3,,,0.0,0.0,1.5,0.0,0.0,2.0,1.9,0.0,0.0,0.5,2.1,0.000,0.0,10.3,5.4,0.86,1.0,1.0,0.1,0.49,0.4,0.7,3.1,0.0,2.8,4.6,7.5,5.8,8.7,4.2,0.0,1.6,2.5,1.1,41.7,0.10,0.71,0.18,0.461,BHB-02-046,-5.2,-5.00,-29.8,-31.5,-31.8,-26.47,,21.44,1.02,22.05
Bighorn Basin,Diefendorf et al 2014 OG; 2015 EPSL,Fifteenmile Carbonaceous Bed,21,N,1,BHB-02-047,44.18053 -108.57117,medium gray clayey mdst ,700,Elk Creek,52.98,"WCS15, 15MWCS","Wing 1980, 1984; Wing et al. 1995; Davies-Vollum & Wing 1998; Currano 2010",Eocene,with slickensides just below lignitic shale at top of bed,-28.1,0.1,0.1,1.9,0.04,2,ug/gC,35.3777,BHB-02-047 FLE1S,-29.7,,,-31.2,,,-30.8,,,-30.6,,,-31.5,,,,,,-32.2,,,,,,,,,,,,,,,,,,,-25.6,,-24.8,,-25.1,,,,BHB-02-047,-195.4451302,,1,-196.4815258,,1,-199.6884524,,1,-197.1841967,,1,-191.4712532,,1,-190.158368,,1,,,0,,,,,,,,,-26.6,,,,,,,,,,9.1,2.3,4.1,1.0,0.2,25.3,,3.5,6.8,8.3,8.8,9.2,13.2,15.2,18.0,21.7,47.1,33.5,93.9,52.4,150.8,81.1,242.3,91.6,209.2,33.5,60.0,12.2,0.0,,,29.5,2.6,20.9,0.2,662.3,880.8,2.5,,5.4,0.0,8.7,0.0,6.7,10.1,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,0.3,0.0,45.8,24.2,0.7,49.6,1.0,1.7,,,0.0,0.0,1.6,2.2,1.6,0.9,2.3,2.3,0.8,4.4,6.9,0.000,2.8,27.4,9.3,0.47,0.7,1.0,0.1,0.04,0.0,0.1,7.7,0.0,8.8,13.4,26.2,12.9,19.9,9.7,0.0,5.1,0.0,0.0,103.9,0.16,0.67,0.18,0.118,BHB-02-047,-5.2,-5.00,-30.8,-31.5,-32.2,-26.43,,21.40,1.02,22.01
Bighorn Basin,Diefendorf et al 2014 OG; 2015 EPSL,Fifteenmile Carbonaceous Bed,22,M,2,BHB-02-048,44.18019 -108.57072,dark gray clayey mdst ,700,Elk Creek,52.98,"WCS15, 15MWCS","Wing 1980, 1984; Wing et al. 1995; Davies-Vollum & Wing 1998; Currano 2010",Eocene,~2 m below top of carbonaceous bed,-28.0,0.1,0.1,1.7,0.13,2,ug/gC,34.3188,BHB-02-048 FLE1S,-30.2,,,-30.3,,,-30.7,,,-31.5,,,-30.7,,,,,,-31.8,,,,,,,,,,,,-29.7,,,,,,,,,,,,,,,BHB-02-048,-199.9470019,3.120659394,2,-199.8483814,5.073245279,2,-197.2265735,5.732616596,2,-197.2155668,5.765616294,2,-193.3777332,4.056481009,2,,,0,,,0,,,,,,,,,,,,-41.0,,-39.2,-45.7,,,,10.4,1.9,5.4,1.4,0.2,12.1,,1.2,3.2,5.4,7.5,9.7,12.9,14.1,19.9,21.2,35.4,21.8,42.5,20.8,43.7,20.4,48.0,42.7,48.9,4.1,13.7,7.3,0.0,,,29.4,1.9,5.9,0.4,154.4,228.9,0.0,,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,,1.0,1.5,,,0.0,0.0,0.0,1.8,0.0,0.0,1.5,1.5,0.0,0.0,1.0,0.000,1.5,8.8,3.3,0.13,0.3,0.9,0.0,0.01,0.0,0.0,11.3,0.0,3.7,18.7,30.1,17.3,31.6,15.4,7.3,5.9,6.2,2.2,149.6,0.03,0.67,0.18,0.654,BHB-02-048,-5.2,-5.00,-30.7,-30.7,-31.8,-25.63,,20.61,1.02,21.18
Bighorn Basin,Diefendorf et al 2014 OG; 2015 EPSL,Fifteenmile Carbonaceous Bed,22,N,2,BHB-02-049,44.18019 -108.57072,lignitic shale,700,Elk Creek,52.98,"WCS15, 15MWCS","Wing 1980, 1984; Wing et al. 1995; Davies-Vollum & Wing 1998; Currano 2010",Eocene,5 cm above BHB-02-048,-27.5,0.2,0.1,17.2,0.33,4,ug/gC,37.2038,BHB-02-049 FLE1S,-30.3,,,-30.1,,,-30.5,,,,,,-31.1,,,,,,-30.9,,,,,,,,,,,,-44.1,,,,,,,,,,,-26.6,,,,BHB-02-049,-184.7551125,,1,-189.750416,,1,-189.0547894,,1,-186.1974371,,1,-183.906272,,1,-191.8267293,,1,,,0,,,,,,,,,-28.5,-29.2,,,,,,,,,3.8,0.8,4.6,4.3,0.8,2.6,,0.2,0.5,0.6,0.9,1.0,1.7,1.5,1.7,1.9,3.2,2.7,5.9,2.9,8.0,3.5,10.4,5.7,8.7,1.0,2.6,0.7,0.0,,,29.4,2.3,8.7,0.3,29.7,40.6,0.5,,0.3,0.0,1.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,0.0,,1.0,0.5,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.000,0.6,1.9,0.0,0.59,0.8,1.0,,0.08,0.1,0.2,0.9,0.0,4.4,1.5,1.0,1.7,2.7,1.2,0.7,0.4,0.5,0.3,15.2,0.05,0.69,0.20,0.375,BHB-02-049,-5.2,-5.00,-30.5,-31.1,-30.9,-26.07,,21.05,1.02,21.64
Bighorn Basin,Diefendorf et al 2014 OG; 2015 EPSL,Fifteenmile Carbonaceous Bed,23,M,3,BHB-02-050,44.17983 -108.57002,dark gray clayey mdst,700,Elk Creek,52.98,"WCS15, 15MWCS","Wing 1980, 1984; Wing et al. 1995; Davies-Vollum & Wing 1998; Currano 2010",Eocene,~2 m below top of carbonaceous bed,-27.5,0.0,0.0,2.9,0.02,2,ug/gC,48.9745,BHB-02-050 FLE1S,-30.3,,,-31.5,,,-31.5,,,-31.4,,,-32.2,,,,,,-33.4,,,,,,,,,,,,-30.6,,,,,,,-24.0,,-24.7,,-26.2,,,,BHB-02-050,-195.3101216,,1,-196.5164614,,1,-193.8528279,,1,-187.4204832,,1,-182.9429373,,1,-189.5672397,,1,,,0,,,,,,,,,,,,,,,,,,,32.8,4.5,7.3,3.4,0.4,12.6,,4.3,7.7,8.0,9.6,10.1,13.0,14.6,16.7,17.2,34.8,19.8,51.0,19.6,44.7,18.2,39.3,27.7,42.6,5.3,10.1,0.0,0.0,,,29.3,2.2,4.2,0.5,136.7,187.9,3.1,,9.3,1.2,26.1,21.9,19.4,6.5,0.0,0.0,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.1,0.0,127.0,87.6,6.5,23.7,0.9,0.0,,,0.0,0.0,0.0,0.0,7.0,0.0,6.6,0.0,5.6,0.0,1.5,0.000,2.6,23.3,19.2,0.79,0.9,1.0,0.3,0.39,0.3,0.6,4.9,0.0,3.0,8.6,11.1,10.7,13.6,6.8,3.7,2.2,4.6,1.9,71.2,0.04,0.71,0.13,0.379,BHB-02-050,-5.2,-5.00,-31.5,-32.2,-33.4,-27.10,,22.07,1.02,22.72
Bighorn Basin,Diefendorf et al 2014 OG; 2015 EPSL,Fifteenmile Carbonaceous Bed,23,N,3,BHB-02-051,44.17983 -108.57002,thin lignitic shale ,700,Elk Creek,52.98,"WCS15, 15MWCS","Wing 1980, 1984; Wing et al. 1995; Davies-Vollum & Wing 1998; Currano 2010",Eocene,~10 cm above sample BHB-02-050,-27.4,0.0,0.0,25.0,0.55,2,ug/gC,28.9212,BHB-02-051 AFD-07-120-FLE1S-BR-CYC,-30.9,,,-30.8,,,-30.9,,,-30.9,,,-30.8,,,-30.8,,,-30.5,,,-31.5,-31.0,,,,,,,,,,,,-24.7,-24.0,,,,,,,,,,BHB-02-051,-200.9096644,,1,-205.2841872,,1,-203.1629663,,1,-201.7320888,,1,-198.2389866,,1,-183.8738571,,1,,,0,,,,-27.5,,,,,,,,,,,,,,,15.2,2.4,6.4,13.0,2.0,0.1,,0.8,1.2,1.1,1.2,1.2,1.4,1.2,1.4,1.4,2.4,1.5,3.0,1.3,3.5,1.4,5.5,1.0,3.6,0.3,0.5,0.0,0.0,,,29.2,3.1,3.3,0.4,13.1,15.9,0.0,,0.1,0.0,0.0,2.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.4,0.8,0.0,0.0,0.0,0.0,0.0,7.8,7.8,2.6,2.0,0.7,0.4,,,0.0,0.0,0.0,0.0,1.0,1.1,4.5,0.0,0.1,0.0,0.0,0.000,0.0,7.1,6.7,0.53,0.8,1.0,0.3,0.37,0.3,0.6,0.2,0.0,0.0,0.9,0.8,1.7,1.0,0.6,0.1,0.1,0.4,0.1,6.0,0,0,0.16,0.377,BHB-02-051,-5.2,-5.00,-30.9,-30.8,-30.5,-25.76,,20.74,1.02,21.31
Bighorn Basin,Diefendorf et al 2014 OG; 2015 EPSL,Fifteenmile Carbonaceous Bed,24,M,4,BHB-02-052,44.18018 -108.56938,dark gray clayey mdst ,700,Elk Creek,52.98,"WCS15, 15MWCS","Wing 1980, 1984; Wing et al. 1995; Davies-Vollum & Wing 1998; Currano 2010",Eocene,with few slickensides ~2.5 m below top of carbonaceous bed,-27.9,0.1,0.0,2.9,0.02,2,ug/gC,42.8684,BHB-02-052 FLE1S,-30.1,,,-30.6,,,-30.8,,,-31.6,,,-31.8,,,,,,-32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,BHB-02-052,-198.1724664,1.720942358,3,-196.1554428,1.890948891,3,-193.9778674,1.656043566,3,-190.4662739,1.874143275,3,-187.9948916,2.216865469,3,-195.5640134,3.281681295,3,,,0,,,-27.7,-28.1,,,,,,,,,,,,,,,9.5,1.5,6.3,3.5,0.5,5.5,,0.7,1.6,2.0,2.7,3.3,4.8,5.3,7.9,10.0,18.8,14.4,34.8,17.8,43.7,22.1,52.8,29.7,62.4,8.7,19.3,4.0,0.0,,,29.6,2.3,17.4,0.3,178.3,242.8,0.0,,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,,1.0,4.2,,,0.0,0.0,0.0,4.2,2.5,0.0,7.2,0.0,0.0,0.1,0.6,0.000,0.6,19.3,13.9,0.03,0.1,0.6,0.0,0.00,0.0,0.0,5.4,0.0,1.8,7.2,8.2,8.4,10.2,5.2,4.0,2.0,2.1,0.9,55.3,0.04,0.65,0.18,0.228,BHB-02-052,-5.2,-5.00,-30.8,-31.8,-32.3,-26.77,,21.74,1.02,22.36
Bighorn Basin,Diefendorf et al 2014 OG; 2015 EPSL,Fifteenmile Carbonaceous Bed,24,N,4,BHB-02-053,44.18018 -108.56938,lignitic shale ,700,Elk Creek,52.98,"WCS15, 15MWCS","Wing 1980, 1984; Wing et al. 1995; Davies-Vollum & Wing 1998; Currano 2010",Eocene,~10 cm above BHB-02-052,-27.8,0.1,0.1,46.0,0.23,2,ug/gC,24.7698,BHB-02-053 FLE1S,-30.0,,,-31.6,,,-31.0,,,-32.1,,,-31.5,,,-31.5,,,-32.6,,,,,,,,,,,-29.2,-28.6,,,,,,,,,,,,,,,BHB-02-053,-195.0366841,,1,-198.4760733,,1,-195.3360677,,1,-186.9409993,,1,-189.0551759,,1,,,0,,,0,,,-27.4,-27.7,,-28.2,,,,,,,,,,,,,2.5,0.6,4.1,5.7,1.1,1.1,,0.1,0.3,0.3,0.4,0.6,0.8,0.8,1.0,1.1,2.0,1.5,3.2,1.2,5.3,1.5,10.2,2.3,7.4,0.6,1.0,0.2,0.2,,,29.4,3.9,15.2,0.2,24.1,28.7,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.2,0.1,1.4,0.6,0.5,,,0.5,0.0,0.0,2.1,1.2,0.0,5.3,0.0,0.0,0.0,0.1,0.049,0.0,9.6,8.5,0.02,0.1,0.5,0.0,0.01,0.0,0.0,0.3,0.0,0.6,0.4,0.7,0.6,0.3,0.3,0.2,0.0,0.3,0.0,3.7,0.12,0.79,0.11,0.130,BHB-02-053,-5.2,-5.00,-31.0,-31.5,-32.6,-26.42,,21.39,1.02,22.00
Bighorn Basin,Diefendorf et al 2014 OG; 2015 EPSL,Fifteenmile Carbonaceous Bed,25,M,5,BHB-02-054,44.18063 -108.56813,dark gray clayey mdst ,700,Elk Creek,52.98,"WCS15, 15MWCS","Wing 1980, 1984; Wing et al. 1995; Davies-Vollum & Wing 1998; Currano 2010",Eocene,~0.5 m below top of carbonaceous bed,-27.7,0.3,0.2,12.1,0.16,2,ug/gC,51.6171,BHB-02-054 FLE1S,-30.4,,,-30.7,,,-30.9,,,-31.4,,,-31.8,,,-30.4,,,-32.0,,,,,,,,,,,-30.0,-30.2,,,,-24.6,,,,,,,-25.9,,,,BHB-02-054,-186.4583436,,1,-188.8137881,,1,-188.3823235,,1,-180.4592246,,1,-183.8757198,,1,-198.5780962,,1,,,0,-28.2,,,,,,,,,,-40.7,-46.4,,,,-45.5,,,15.0,2.6,5.9,13.5,2.3,2.1,,0.5,0.3,0.9,1.1,1.1,1.8,1.7,1.9,2.0,2.6,2.1,3.8,1.7,4.4,2.2,7.1,5.2,6.6,0.6,1.1,0.4,0.0,,,29.5,2.0,5.6,0.3,19.2,27.6,0.3,,0.3,0.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.2,0.0,0.0,3.4,3.4,0.5,8.3,0.9,1.1,,,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,0.000,0.0,2.6,0.0,0.57,0.8,1.0,1.0,0.15,0.1,0.3,1.1,0.0,0.7,1.3,1.7,2.5,1.1,1.3,0.0,0.0,1.0,0.4,11.1,0.10,0.73,0.14,0.401,BHB-02-054,-5.2,-5.00,-30.9,-31.8,-32.0,-26.72,21.09,21.69,1.02,22.31
Bighorn Basin,Diefendorf et al 2014 OG; 2015 EPSL,Fifteenmile Carbonaceous Bed,25,N,5,BHB-02-055,44.18063 -108.56813,lignitic shale ,700,Elk Creek,52.98,"WCS15, 15MWCS","Wing 1980, 1984; Wing et al. 1995; Davies-Vollum & Wing 1998; Currano 2010",Eocene,~10 cm above BHB-02-054,-28.2,0.0,0.0,14.8,0.09,2,ug/gC,41.8863,BHB-02-055-FLE1S,-30.7,,,-31.2,,,-31.4,,,-31.8,,,-31.9,,,-32.0,,,-32.0,,,,,,,,,,,-30.9,-31.6,,,,,,,,,,,-25.7,,,,BHB-02-055,-204.3436118,,1,-203.6338965,,1,-199.4442872,,1,-194.2218045,,1,-192.6042525,,1,-187.4610183,,1,,,0,-27.9,,,,,,,,,,,,,,,-34.3,,,33.2,6.1,5.4,8.0,1.6,5.4,,0.8,3.4,3.0,4.1,3.8,5.7,5.5,8.0,9.5,18.7,15.9,45.8,21.9,79.3,29.1,0.0,29.8,110.7,11.7,21.9,2.6,0.0,,,29.7,2.4,14.4,0.4,211.9,285.0,1.3,,0.7,0.0,1.9,1.8,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,5.6,0.0,,1.0,6.8,,,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.000,0.5,9.1,0.0,0.38,0.7,1.0,,0.03,0.0,0.1,3.4,0.0,1.1,1.2,3.1,3.1,3.2,2.3,0.0,0.0,1.9,1.1,20.6,0.15,0.69,0.16,0.072,BHB-02-055,-5.2,-5.00,-31.4,-31.9,-32.0,-26.79,,21.77,1.02,22.39
